Geographic Area,City,Median Income
AZ,Cienega Springs CDP,33636.0
AZ,Citrus Park CDP,93684.0
AZ,Clacks Canyon CDP,100104.0
AZ,Clarkdale town,46949.0
AZ,Claypool CDP,32796.0
AZ,Clifton town,58036.0
AZ,Colorado City town,30150.0
AZ,Congress CDP,39364.0
AZ,Coolidge city,39621.0
AZ,Cordes Lakes CDP,30815.0
AZ,Cornfields CDP,21250.0
AZ,Cornville CDP,38900.0
AZ,Corona de Tucson CDP,90231.0
AZ,Cottonwood CDP,41875.0
AZ,Cottonwood city,36440.0
AZ,Crozier CDP,45208.0
AZ,Crystal Beach CDP,38625.0
AZ,Dateland CDP,45417.0
AZ,Deer Creek CDP,55179.0
AZ,Dennehotso CDP,23500.0
AZ,Desert Hills CDP,30513.0
AZ,Dewey-Humboldt town,44167.0
AZ,Dilkon CDP,30833.0
AZ,Dolan Springs CDP,19615.0
AZ,Doney Park CDP,82806.0
AZ,Donovan Estates CDP,37938.0
AZ,Douglas city,27975.0
AZ,Dragoon CDP,65074.0
AZ,Drexel Heights CDP,45617.0
AZ,Dripping Springs CDP,32222.0
AZ,Drysdale CDP,13750.0
AZ,Dudleyville CDP,56518.0
AZ,Duncan town,29400.0
AZ,Eagar town,50675.0
AZ,East Fork CDP,15994.0
AZ,East Globe CDP,101313.0
AZ,East Verde Estates CDP,34408.0
AZ,Ehrenberg CDP,37125.0
AZ,El Capitan CDP,74028.0
AZ,Elephant Head CDP,70060.0
AZ,Elfrida CDP,38750.0
AZ,Elgin CDP,73214.0
AZ,El Mirage city,50326.0
AZ,Eloy city,31033.0
AZ,El Prado Estates CDP,33750.0
AZ,First Mesa CDP,23790.0
AZ,Flagstaff city,48680.0
AZ,Florence town,47891.0
AZ,Flowing Wells CDP,34138.0
AZ,Fort Apache CDP,110250.0
AZ,Fort Defiance CDP,33264.0
AZ,Fort Mohave CDP,42418.0
AZ,Fort Thomas CDP,50125.0
AZ,Fortuna Foothills CDP,50504.0
AZ,Fort Valley CDP,111345.0
AZ,Fountain Hills town,73272.0
AZ,Fredonia town,46490.0
AZ,Freedom Acres CDP,43472.0
AZ,Ganado CDP,30556.0
AZ,Gila Bend town,29795.0
AZ,Gila Crossing CDP,35500.0
AZ,Gilbert town,82424.0
AZ,Gisela CDP,35444.0
AZ,Glendale city,46776.0
AZ,Globe city,42405.0
AZ,Gold Canyon CDP,67876.0
AZ,Golden Shores CDP,29118.0
AZ,Golden Valley CDP,33639.0
AZ,Goodyear city,70323.0
AZ,Goodyear Village CDP,22361.0
AZ,Grand Canyon Village CDP,38137.0
AZ,Greasewood CDP,27222.0
AZ,Green Valley CDP,46682.0
AZ,Guadalupe town,29375.0
AZ,Gu Oidak CDP,35625.0
AZ,Hackberry CDP,43750.0
AZ,Hayden town,38167.0
AZ,Heber-Overgaard CDP,30114.0
AZ,Holbrook city,50240.0
AZ,Hondah CDP,48125.0
AZ,Hotevilla-Bacavi CDP,41467.0
AZ,Houck CDP,20060.0
AZ,Huachuca City town,31058.0
AZ,Icehouse Canyon CDP,30714.0
AZ,Indian Wells CDP,28333.0
AZ,Jeddito CDP,22917.0
AZ,Jerome town,30000.0
AZ,Joseph City CDP,45341.0
AZ,Kachina Village CDP,52668.0
AZ,Kaibab CDP,19375.0
AZ,Kaibito CDP,33083.0
AZ,Katherine CDP,33611.0
AZ,Kayenta CDP,28828.0
AZ,Kearny town,43563.0
AZ,Kingman city,43246.0
AZ,Kino Springs CDP,33571.0
AZ,Klagetoh CDP,21875.0
AZ,Komatke CDP,26146.0
AZ,Kykotsmovi Village CDP,32381.0
AZ,Lake Havasu City city,42847.0
AZ,Lake Montezuma CDP,50014.0
AZ,Lake of the Woods CDP,38173.0
AZ,La Paz Valley CDP,39000.0
AZ,Lazy Y U CDP,123500.0
AZ,LeChee CDP,55625.0
AZ,Leupp CDP,30833.0
AZ,Linden CDP,47944.0
AZ,Litchfield Park city,84191.0
AZ,Littletown CDP,42500.0
AZ,Lower Santan Village CDP,7175.0
AZ,Lukachukai CDP,30074.0
AZ,McNary CDP,35000.0
AZ,McNeal CDP,39167.0
AZ,Maish Vaya CDP,20625.0
AZ,Mammoth town,35625.0
AZ,Many Farms CDP,48958.0
AZ,Marana town,74438.0
AZ,Maricopa city,65793.0
AZ,Maricopa Colony CDP,33929.0
AZ,Martinez Lake CDP,108542.0
AZ,Mayer CDP,44583.0
AZ,Meadview CDP,25364.0
AZ,Mesa city,48809.0
AZ,Mesa del Caballo CDP,30273.0
AZ,Mescal CDP,49388.0
AZ,Mesquite Creek CDP,41389.0
AZ,Miami town,40602.0
AZ,Miracle Valley CDP,37143.0
AZ,Moenkopi CDP,49762.0
AZ,Mohave Valley CDP,44105.0
AZ,Morenci CDP,65706.0
AZ,Morristown CDP,24091.0
AZ,Mountainaire CDP,57273.0
AZ,Naco CDP,33393.0
AZ,Nazlini CDP,28750.0
AZ,Nelson CDP,39028.0
AZ,New Kingman-Butler CDP,27675.0
AZ,New River CDP,74920.0
AZ,Nogales city,28044.0
AZ,North Fork CDP,45372.0
AZ,Oak Springs CDP,39583.0
AZ,Oljato-Monument Valley CDP,18125.0
AZ,Oracle CDP,54029.0
AZ,Orange Grove Mobile Manor CDP,23884.0
AZ,Oro Valley town,77770.0
AZ,Padre Ranchitos CDP,44432.0
AZ,Page city,57161.0
AZ,Paradise Valley town,151184.0
AZ,Parker town,43271.0
AZ,Parker Strip CDP,52132.0
AZ,Parks CDP,55185.0
AZ,Patagonia town,19157.0
AZ,Paulden CDP,42794.0
AZ,Payson town,42856.0
AZ,Peach Springs CDP,34044.0
AZ,Peeples Valley CDP,49545.0
AZ,Peoria city,65314.0
AZ,Peridot CDP,40500.0
AZ,Phoenix city,47326.0
AZ,Picacho CDP,36250.0
AZ,Picture Rocks CDP,55643.0
AZ,Pima town,47277.0
AZ,Pimaco Two CDP,31438.0
AZ,Pine CDP,62550.0
AZ,Pinedale CDP,58534.0
AZ,Pinetop Country Club CDP,62850.0
AZ,Pinetop-Lakeside town,58875.0
AZ,Pinion Pines CDP,69605.0
AZ,Pinon CDP,36161.0
AZ,Pirtleville CDP,18125.0
AZ,Pisinemo CDP,26250.0
AZ,Poston CDP,23988.0
AZ,Prescott city,44846.0
AZ,Prescott Valley town,42571.0
AZ,Quartzsite town,29863.0
AZ,Queen Creek town,83678.0
AZ,Queen Valley CDP,38500.0
AZ,Rainbow City CDP,39000.0
AZ,Rancho Mesa Verde CDP,21891.0
AZ,Red Mesa CDP,42321.0
AZ,Red Rock CDP (Apache County),25625.0
AZ,Red Rock CDP (Pinal County),57917.0
AZ,Rincon Valley CDP,89000.0
AZ,Rio Rico CDP,50773.0
AZ,Rio Verde CDP,101855.0
AZ,Rock Point CDP,26607.0
AZ,Rough Rock CDP,39464.0
AZ,Round Rock CDP,24167.0
AZ,Round Valley CDP,81360.0
AZ,Sacaton CDP,30147.0
AZ,Sacaton Flats Village CDP,29643.0
AZ,Saddlebrooke CDP,67834.0
AZ,Safford city,46277.0
AZ,Sahuarita town,66339.0
AZ,St. David CDP,42941.0
AZ,St. Johns city,39348.0
AZ,St. Johns CDP,32188.0
AZ,St. Michaels CDP,42206.0
AZ,Salome CDP,32175.0
AZ,San Carlos CDP,25363.0
AZ,Sanders CDP,21125.0
AZ,San Jose CDP,43375.0
AZ,San Luis city,30637.0
AZ,San Manuel CDP,43629.0
AZ,San Miguel CDP,26719.0
AZ,San Simon CDP,34531.0
AZ,San Tan Valley CDP,59769.0
AZ,Santa Rosa CDP,27279.0
AZ,Sawmill CDP,25750.0
AZ,Scenic CDP,33735.0
AZ,Scottsdale city,73288.0
AZ,Seba Dalkai CDP,28750.0
AZ,Second Mesa CDP,31974.0
AZ,Sedona city,55135.0
AZ,Sells CDP,24063.0
AZ,Seven Mile CDP,17344.0
AZ,Shongopovi CDP,39583.0
AZ,Shonto CDP,35357.0
AZ,Show Low city,42614.0
AZ,Sierra Vista city,59091.0
AZ,Sierra Vista Southeast CDP,52026.0
AZ,Six Shooter Canyon CDP,52448.0
AZ,Snowflake town,51938.0
AZ,So-Hi CDP,22750.0
AZ,Solomon CDP,51875.0
AZ,Somerton city,31540.0
AZ,Sonoita CDP,83229.0
AZ,South Komelik CDP,18167.0
AZ,South Tucson city,21964.0
AZ,Springerville town,35104.0
AZ,Spring Valley CDP,43083.0
AZ,Stanfield CDP,4511.0
AZ,Star Valley town,26746.0
AZ,Steamboat CDP,22625.0
AZ,Stotonic Village CDP,8750.0
AZ,Strawberry CDP,42422.0
AZ,Summit CDP,28935.0
AZ,Sun City CDP,36365.0
AZ,Sun City West CDP,44614.0
AZ,Sunizona CDP,24875.0
AZ,Sun Lakes CDP,51384.0
AZ,Sun Valley CDP,13151.0
AZ,Superior town,41367.0
AZ,Surprise city,59916.0
AZ,Sweet Water Village CDP,53235.0
AZ,Swift Trail Junction CDP,47226.0
AZ,Tacna CDP,31815.0
AZ,Tanque Verde CDP,92488.0
AZ,Taylor town,53918.0
AZ,Teec Nos Pos CDP,30625.0
AZ,Tees Toh CDP,25625.0
AZ,Tempe city,49012.0
AZ,Thatcher town,44167.0
AZ,Theba CDP,32813.0
AZ,Three Points CDP,36681.0
AZ,Tolani Lake CDP,21458.0
AZ,Tolleson city,31388.0
AZ,Tombstone city,32140.0
AZ,Tonalea CDP,23750.0
AZ,Tonto Basin CDP,31944.0
AZ,Tonto Village CDP,57000.0
AZ,Topawa CDP,15313.0
AZ,Top-of-the-World CDP,77689.0
AZ,Truxton CDP,30673.0
AZ,Tsaile CDP,30833.0
AZ,Tubac CDP,49821.0
AZ,Tuba City CDP,47091.0
AZ,Tucson city,37149.0
AZ,Tucson Estates CDP,43919.0
AZ,Tumacacori-Carmen CDP,29861.0
AZ,Turkey Creek CDP,46429.0
AZ,Tusayan town,36094.0
AZ,Utting CDP,50441.0
AZ,Vail CDP,81894.0
AZ,Valencia West CDP,56264.0
AZ,Valle CDP,24400.0
AZ,Valle Vista CDP,52083.0
AZ,Verde Village CDP,45254.0
AZ,Vicksburg CDP,36908.0
AZ,Village of Oak Creek (Big Park) CDP,58882.0
AZ,Wagon Wheel CDP,46771.0
AZ,Wall Lane CDP,30000.0
AZ,Walnut Creek CDP,41250.0
AZ,Washington Park CDP,46467.0
AZ,Wellton town,42869.0
AZ,Wellton Hills CDP,31696.0
AZ,Wenden CDP,28000.0
AZ,Wet Camp Village CDP,32031.0
AZ,Wheatfields CDP,40000.0
AZ,Whetstone CDP,55694.0
AZ,Whispering Pines CDP,34286.0
AZ,Whitecone CDP,20673.0
AZ,White Hills CDP,48977.0
AZ,White Mountain Lake CDP,24297.0
AZ,Whiteriver CDP,23571.0
AZ,Wickenburg town,39148.0
AZ,Wikieup CDP,22500.0
AZ,Wilhoit CDP,34167.0
AZ,Willcox city,42045.0
AZ,Williams city,40200.0
AZ,Williamson CDP,67804.0
AZ,Willow Valley CDP,33591.0
AZ,Window Rock CDP,42202.0
AZ,Winkelman town,41250.0
AZ,Winslow city,34211.0
AZ,Winslow West CDP,23393.0
AZ,Wintersburg CDP,68702.0
AZ,Yarnell CDP,26389.0
AZ,York CDP,41336.0
AZ,Young CDP,48281.0
AZ,Youngtown town,38205.0
AZ,Yucca CDP,27857.0
AZ,Yuma city,43754.0
AR,Alexander city,37882.0
AR,Alicia town,16389.0
AR,Allport town,22222.0
AR,Alma city,48859.0
AR,Almyra town,41042.0
AR,Alpena town,26250.0
AR,Altheimer city,35438.0
AR,Altus city,30956.0
AR,Amagon town,23750.0
AR,Amity city,28611.0
AR,Anthonyville town,19400.0
AR,Antoine town,40000.0
AR,Arkadelphia city,28581.0
AR,Arkansas City city,38250.0
AR,Ashdown city,33696.0
AR,Ash Flat city,22946.0
AR,Atkins city,40122.0
AR,Augusta city,28495.0
AR,Austin city,70652.0
AR,Avilla CDP,59806.0
AR,Avoca town,54375.0
AR,Bald Knob city,30913.0
AR,Banks town,21500.0
AR,Barling city,36491.0
AR,Bassett town,27143.0
AR,Batesville city,38092.0
AR,Bauxite town,36548.0
AR,Bay city,35984.0
AR,Bearden city,25417.0
AR,Beaver town,42143.0
AR,Beebe city,36558.0
AR,Beedeville town,22083.0
AR,Bella Vista city,61290.0
AR,Bellefonte town,36964.0
AR,Belleville city,35000.0
AR,Ben Lomond town,25972.0
AR,Benton city,51778.0
AR,Bentonville city,71941.0
AR,Bergman town,41339.0
AR,Berryville city,35327.0
AR,Bethel Heights city,52426.0
AR,Bigelow town,33750.0
AR,Biggers town,37813.0
AR,Birdsong town,30833.0
AR,Black Oak town,37386.0
AR,Black Rock city,28355.0
AR,Black Springs town,26250.0
AR,Blevins city,34875.0
AR,Bluff City town,22083.0
AR,Blytheville city,32958.0
AR,Bodcaw town,46563.0
AR,Bonanza city,46071.0
AR,Bono city,36875.0
AR,Booneville city,26878.0
AR,Bradford city,28125.0
AR,Bradley city,15179.0
AR,Branch city,28958.0
AR,Briarcliff city,41250.0
AR,Brinkley city,23112.0
AR,Brookland city,40625.0
AR,Bryant city,60162.0
AR,Buckner city,35625.0
AR,Bull Shoals city,35737.0
AR,Burdette town,50000.0
AR,Cabot city,57790.0
AR,Caddo Valley town,42105.0
AR,Caldwell town,33623.0
AR,Cale town,27813.0
AR,Calico Rock city,20526.0
AR,Calion city,35833.0
AR,Camden city,25256.0
AR,Cammack Village city,63750.0
AR,Campbell Station city,50833.0
AR,Caraway city,37917.0
AR,Carlisle city,47069.0
AR,Carthage city,41364.0
AR,Casa town,45313.0
AR,Cash town,29643.0
AR,Caulksville town,33125.0
AR,Cave City city,26194.0
AR,Cave Springs city,68462.0
AR,Cedarville city,50313.0
AR,Center Ridge CDP,35000.0
AR,Centerton city,56552.0
AR,Central City town,37875.0
AR,Charleston city,41607.0
AR,Cherokee Village city,34023.0
AR,Cherry Valley city,40521.0
AR,Chester town,20500.0
AR,Chidester city,21875.0
AR,Clarendon city,19471.0
AR,Clarkedale city,84712.0
AR,Clarksville city,31452.0
AR,Clinton city,33882.0
AR,Coal Hill city,33438.0
AR,College City city,33750.0
AR,College Station CDP,24130.0
AR,Colt city,27656.0
AR,Concord town,36250.0
AR,Conway city,47504.0
AR,Corinth town,88056.0
AR,Corning city,26660.0
AR,Cotter city,32305.0
AR,Cotton Plant city,20583.0
AR,Cove town,35833.0
AR,Crawfordsville town,42083.0
AR,Crossett city,31193.0
AR,Cushman city,28641.0
AR,Daisy town,37083.0
AR,Damascus town,43875.0
AR,Danville city,35365.0
AR,Dardanelle city,29962.0
AR,Datto town,40625.0
AR,Decatur city,34457.0
AR,Delight city,25714.0
AR,Dell town,29375.0
AR,Dennard CDP,17377.0
AR,Denning town,38750.0
AR,De Queen city,30048.0
AR,Dermott city,21017.0
AR,Des Arc city,27804.0
AR,De Valls Bluff city,20833.0
AR,DeWitt city,31000.0
AR,Diamond City city,28438.0
AR,Diaz city,30144.0
AR,Dierks city,32083.0
AR,Donaldson town,27500.0
AR,Dover city,33917.0
AR,Dumas city,21875.0
AR,Dyer city,45536.0
AR,Dyess town,42250.0
AR,Earle city,23098.0
AR,East Camden town,30524.0
AR,East End CDP,49420.0
AR,Edmondson town,26750.0
AR,Egypt town,38393.0
AR,Elaine city,20156.0
AR,El Dorado city,34239.0
AR,Elkins city,48125.0
AR,Elm Springs city,67700.0
AR,Emerson town,28750.0
AR,Emmet city,34844.0
AR,England city,31577.0
AR,Enola town,49167.0
AR,Etowah town,33750.0
AR,Eudora city,20104.0
AR,Eureka Springs city,34208.0
AR,Evening Shade city,32031.0
AR,Everton town,45417.0
AR,Fairfield Bay city,34455.0
AR,Fargo town,39750.0
AR,Farmington city,50609.0
AR,Fayetteville city,39432.0
AR,Felsenthal town,31964.0
AR,Fifty-Six city,45625.0
AR,Fisher city,41000.0
AR,Flippin city,25033.0
AR,Fordyce city,31074.0
AR,Foreman city,37250.0
AR,Forrest City city,31322.0
AR,Fort Smith city,35096.0
AR,Fouke city,28571.0
AR,Fountain Hill town,28125.0
AR,Fountain Lake town,48125.0
AR,Fourche town,34531.0
AR,Franklin town,43000.0
AR,Fredonia (Biscoe) town,31875.0
AR,Friendship town,41875.0
AR,Fulton town,29063.0
AR,Garfield town,49479.0
AR,Garland town,17500.0
AR,Garner town,49375.0
AR,Gassville city,33500.0
AR,Gateway town,45750.0
AR,Gentry city,38902.0
AR,Georgetown town,37500.0
AR,Gibson CDP,56460.0
AR,Gillett city,40938.0
AR,Gillham town,35208.0
AR,Gilmore city,24653.0
AR,Glenwood city,31756.0
AR,Goshen town,105208.0
AR,Gosnell city,39583.0
AR,Gould city,16458.0
AR,Grady city,14479.0
AR,Grannis city,40690.0
AR,Gravette city,41757.0
AR,Greenbrier city,48250.0
AR,Green Forest city,37981.0
AR,Greenland city,55521.0
AR,Greenway city,40417.0
AR,Greenwood city,51906.0
AR,Greers Ferry city,31810.0
AR,Griffithville town,25625.0
AR,Grubbs city,37656.0
AR,Guion town,28214.0
AR,Gum Springs town,25500.0
AR,Gurdon city,36150.0
AR,Guy city,50375.0
AR,Hackett city,31696.0
AR,Hamburg city,30563.0
AR,Hampton city,26222.0
AR,Hardy city,16520.0
AR,Harrell town,28438.0
AR,Harrisburg city,30030.0
AR,Harrison city,32323.0
AR,Hartford city,28646.0
AR,Hartman city,27917.0
AR,Haskell city,57331.0
AR,Hatfield town,20323.0
AR,Havana city,41875.0
AR,Haynes town,30625.0
AR,Hazen city,34231.0
AR,Heber Springs city,43990.0
AR,Hector town,38036.0
AR,Helena-West Helena city,22055.0
AR,Hermitage city,16250.0
AR,Hickory Ridge city,31875.0
AR,Higden town,53750.0
AR,Higginson town,48350.0
AR,Highfill town,49875.0
AR,Highland city,40900.0
AR,Hindsville town,38750.0
AR,Holiday Island CDP,37944.0
AR,Holland city,50089.0
AR,Holly Grove city,26696.0
AR,Hope city,24611.0
AR,Horatio city,28654.0
AR,Horseshoe Bend city,26528.0
AR,Horseshoe Lake town,30893.0
AR,Hot Springs city,29836.0
AR,Hot Springs Village CDP,54936.0
AR,Houston town,45500.0
AR,Hoxie city,27201.0
AR,Hughes city,18547.0
AR,Humnoke city,39844.0
AR,Humphrey city,34318.0
AR,Hunter town,20313.0
AR,Huntington city,26771.0
AR,Huntsville city,26098.0
AR,Huttig city,30179.0
AR,Imboden town,30625.0
AR,Jacksonport town,21250.0
AR,Jacksonville city,41006.0
AR,Jasper city,24028.0
AR,Jennette town,23750.0
AR,Jericho town,28750.0
AR,Johnson city,47135.0
AR,Joiner city,17250.0
AR,Jonesboro city,41688.0
AR,Judsonia city,27398.0
AR,Junction City city,45556.0
AR,Keiser city,32500.0
AR,Kensett city,26086.0
AR,Keo town,41528.0
AR,Kibler city,38000.0
AR,Kingsland city,29038.0
AR,Kirby CDP,33011.0
AR,Knobel city,28333.0
AR,Knoxville town,33889.0
AR,Lafe town,33438.0
AR,LaGrange town,18750.0
AR,Lake City city,37226.0
AR,Lake Hamilton CDP,55427.0
AR,Lakeview city,38523.0
AR,Lake View city,15956.0
AR,Lake Village city,30486.0
AR,Lamar city,35411.0
AR,Landmark CDP,40850.0
AR,Lavaca city,51667.0
AR,Leachville city,38500.0
AR,Lead Hill town,24250.0
AR,Leola town,27250.0
AR,Lepanto city,24550.0
AR,Leslie city,19643.0
AR,Letona town,32250.0
AR,Lewisville city,21553.0
AR,Lexa town,38958.0
AR,Lincoln city,23692.0
AR,Little Flock city,44931.0
AR,Little Rock city,46085.0
AR,Lockesburg city,28882.0
AR,London city,32390.0
AR,Lonoke city,43366.0
AR,Lonsdale town,51250.0
AR,Lost Bridge Village CDP,74028.0
AR,Louann town,30000.0
AR,Lowell city,53676.0
AR,Luxora city,25050.0
AR,Lynn town,30795.0
AR,McAlmont CDP,33844.0
AR,McCaskill town,26250.0
AR,McCrory city,25234.0
AR,McDougal town,31250.0
AR,McGehee city,22963.0
AR,McNab town,43000.0
AR,McNeil city,20134.0
AR,McRae city,31964.0
AR,Madison city,19602.0
AR,Magazine city,36875.0
AR,Magness town,26875.0
AR,Magnet Cove CDP,74330.0
AR,Magnolia city,34163.0
AR,Malvern city,26667.0
AR,Mammoth Spring city,25500.0
AR,Manila city,30114.0
AR,Mansfield city,40947.0
AR,Marianna city,25875.0
AR,Marion city,61669.0
AR,Marked Tree city,22674.0
AR,Marmaduke city,31379.0
AR,Marshall city,27216.0
AR,Marvell city,20982.0
AR,Maumelle city,77574.0
AR,Mayflower city,42798.0
AR,Maynard town,26250.0
AR,Melbourne city,31890.0
AR,Mena city,28509.0
AR,Menifee town,44167.0
AR,Midway CDP,24597.0
AR,Midway town,44107.0
AR,Mineral Springs city,33438.0
AR,Minturn town,30313.0
AR,Mitchellville city,18393.0
AR,Monette city,49732.0
AR,Monticello city,25123.0
AR,Montrose city,27708.0
AR,Moorefield town,46250.0
AR,Moro town,34821.0
AR,Morrilton city,27662.0
AR,Morrison Bluff town,31250.0
AR,Mountainburg city,33125.0
AR,Mountain Home city,33255.0
AR,Mountain Pine city,31333.0
AR,Mountain View city,23750.0
AR,Mount Ida city,38631.0
AR,Mount Pleasant town,32083.0
AR,Mount Vernon town,48125.0
AR,Mulberry city,27229.0
AR,Murfreesboro city,26724.0
AR,Nashville city,29874.0
AR,Natural Steps CDP,58854.0
AR,Newark city,34306.0
AR,New Blaine CDP,53167.0
AR,Newport city,27838.0
AR,Nimmons town,21250.0
AR,Norfork city,35066.0
AR,Norman town,25625.0
AR,Norphlet city,35469.0
AR,North Crossett CDP,36163.0
AR,North Little Rock city,39591.0
AR,Oak Grove town,36625.0
AR,Oak Grove Heights town,52500.0
AR,Oakhaven town,51875.0
AR,Oden town,45750.0
AR,Ogden city,51250.0
AR,Oil Trough town,35625.0
AR,O'Kean town,23056.0
AR,Okolona town,35313.0
AR,Omaha town,17125.0
AR,Oppelo city,42500.0
AR,Osceola city,29359.0
AR,Oxford city,31250.0
AR,Ozan town,24375.0
AR,Ozark city,31555.0
AR,Palestine city,35648.0
AR,Pangburn city,33750.0
AR,Paragould city,40340.0
AR,Paris city,32647.0
AR,Parkdale city,18333.0
AR,Parkin city,18563.0
AR,Patmos town,41250.0
AR,Patterson city,31125.0
AR,Peach Orchard city,26042.0
AR,Pea Ridge city,55426.0
AR,Perla town,27656.0
AR,Perry town,39063.0
AR,Perrytown town,35000.0
AR,Perryville city,37137.0
AR,Piggott city,28358.0
AR,Pindall town,25000.0
AR,Pine Bluff city,30719.0
AR,Pineville town,28125.0
AR,Piney CDP,27963.0
AR,Plainview city,49821.0
AR,Pleasant Plains town,32386.0
AR,Plumerville city,37083.0
AR,Pocahontas city,31765.0
AR,Pollard city,35000.0
AR,Portia town,24625.0
AR,Portland city,29375.0
AR,Pottsville city,45700.0
AR,Powhatan town,29750.0
AR,Poyen town,42750.0
AR,Prairie Creek CDP,51522.0
AR,Prairie Grove city,58177.0
AR,Prattsville town,51806.0
AR,Prescott city,26220.0
AR,Pyatt town,33438.0
AR,Quitman city,30341.0
AR,Ratcliff city,38750.0
AR,Ravenden town,27596.0
AR,Ravenden Springs town,31025.0
AR,Rector city,33156.0
AR,Redfield city,53393.0
AR,Reed town,13750.0
AR,Reyno city,23194.0
AR,Rison city,23750.0
AR,Rockport city,40605.0
AR,Rockwell CDP,58882.0
AR,Roe town,33125.0
AR,Rogers city,52943.0
AR,Roland CDP,31675.0
AR,Rondo town,16250.0
AR,Rose Bud town,62222.0
AR,Rosston town,30000.0
AR,Rudy town,36250.0
AR,Russell town,29375.0
AR,Russellville city,35541.0
AR,St. Charles town,47500.0
AR,St. Francis city,24167.0
AR,St. Joe town,32813.0
AR,St. Paul town,31750.0
AR,Salem city,24330.0
AR,Salem CDP,55495.0
AR,Salesville city,38125.0
AR,Scranton city,32045.0
AR,Searcy city,40561.0
AR,Sedgwick town,44583.0
AR,Shannon Hills city,54375.0
AR,Sheridan city,45966.0
AR,Sherrill town,23750.0
AR,Sherwood city,58245.0
AR,Shirley town,25313.0
AR,Sidney town,31250.0
AR,Siloam Springs city,43431.0
AR,Smackover city,34524.0
AR,Smithville town,46875.0
AR,South Lead Hill town,41250.0
AR,Southside city,34694.0
AR,Sparkman city,26607.0
AR,Springdale city,42319.0
AR,Springtown town,30625.0
AR,Stamps city,25848.0
AR,Star City city,23958.0
AR,Staves CDP,54375.0
AR,Stephens city,32875.0
AR,Strawberry town,39844.0
AR,Strong city,19931.0
AR,Stuttgart city,35349.0
AR,Subiaco town,42500.0
AR,Success town,25000.0
AR,Sulphur Rock town,25114.0
AR,Sulphur Springs city,23088.0
AR,Sulphur Springs CDP,50250.0
AR,Summit city,20357.0
AR,Sunset town,16786.0
AR,Sweet Home CDP,34615.0
AR,Swifton city,27054.0
AR,Taylor city,35000.0
AR,Texarkana city,38292.0
AR,Thornton city,39875.0
AR,Tillar city,51000.0
AR,Tollette town,27250.0
AR,Tontitown city,71645.0
AR,Traskwood city,48250.0
AR,Trumann city,29303.0
AR,Tuckerman city,36591.0
AR,Tull town,46625.0
AR,Tumbling Shoals CDP,56023.0
AR,Tupelo town,35625.0
AR,Turrell city,17353.0
AR,Twin Groves town,31063.0
AR,Tyronza city,36094.0
AR,Ulm town,35417.0
AR,Valley Springs town,41786.0
AR,Van Buren city,39414.0
AR,Vandervoort town,18750.0
AR,Vilonia city,66277.0
AR,Viola town,38214.0
AR,Wabbaseka town,19875.0
AR,Waldo city,18505.0
AR,Waldron city,27130.0
AR,Walnut Ridge city,34567.0
AR,Ward city,46655.0
AR,Warren city,28938.0
AR,Washington city,36875.0
AR,Watson city,21250.0
AR,Weiner city,40500.0
AR,Weldon town,25625.0
AR,West Crossett CDP,42788.0
AR,Western Grove town,38750.0
AR,West Fork city,44006.0
AR,West Memphis city,30627.0
AR,West Point town,38333.0
AR,Wheatley city,38636.0
AR,Whelen Springs town,35000.0
AR,White Hall city,61477.0
AR,Wickes town,21845.0
AR,Widener town,26406.0
AR,Wiederkehr Village city,58750.0
AR,Willisville town,38750.0
AR,Wilmar city,34500.0
AR,Wilmot city,22188.0
AR,Wilson city,48000.0
AR,Wilton city,29792.0
AR,Winchester town,15750.0
AR,Winslow city,37917.0
AR,Winthrop city,51250.0
AR,Woodson CDP,29185.0
AR,Wooster town,60417.0
AR,Wrightsville city,31563.0
AR,Wynne city,39015.0
AR,Yarborough Landing CDP,35917.0
AR,Yellville city,29402.0
AR,Zinc town,18125.0
CA,Acalanes Ridge CDP,156953.0
CA,Acampo CDP,152713.0
CA,Acton CDP,89150.0
CA,Adelanto city,33298.0
CA,Agoura Hills city,113658.0
CA,Agua Dulce CDP,99638.0
CA,Aguanga CDP,43505.0
CA,Ahwahnee CDP,62715.0
CA,Airport CDP,32845.0
CA,Alameda city,79312.0
CA,Alamo CDP,165070.0
CA,Albany city,79596.0
CA,Alderpoint CDP,33015.0
CA,Alhambra city,53582.0
CA,Alhambra Valley CDP,116250.0
CA,Aliso Viejo city,102367.0
CA,Allendale CDP,121875.0
CA,Allensworth CDP,28929.0
CA,Alondra Park CDP,56631.0
CA,Alpaugh CDP,27222.0
CA,Alpine CDP,77883.0
CA,Alpine Village CDP,66667.0
CA,Alta CDP,54773.0
CA,Altadena CDP,86050.0
CA,Alta Sierra CDP,61167.0
CA,Alto CDP,61283.0
CA,Alturas city,29730.0
CA,Alum Rock CDP,70346.0
CA,Amador City city,43750.0
CA,American Canyon city,75997.0
CA,Amesti CDP,49015.0
CA,Anaheim city,60752.0
CA,Anchor Bay CDP,63967.0
CA,Anderson city,32536.0
CA,Angels city,57829.0
