Geographic Area,City,Median Income
NE,Wood River city,58289.0
NE,Wymore city,35950.0
NE,Wynot village,37083.0
NE,Yankee Hill CDP,113393.0
NE,York city,47865.0
NE,Yutan city,65313.0
NV,Alamo CDP,44007.0
NV,Baker CDP,23906.0
NV,Battle Mountain CDP,86950.0
NV,Beatty CDP,33341.0
NV,Boulder City city,56405.0
NV,Bunkerville CDP,50833.0
NV,Caliente city,37647.0
NV,Cal-Nev-Ari CDP,24444.0
NV,Carlin city,79306.0
NV,Carson City,47668.0
NV,Carter Springs CDP,48750.0
NV,Cold Springs CDP,64883.0
NV,Crescent Valley CDP,93250.0
NV,Crystal Bay CDP,146862.0
NV,Dayton CDP,47482.0
NV,Double Spring CDP,92578.0
NV,Dyer CDP,32250.0
NV,East Valley CDP,104015.0
NV,Elko city,73843.0
NV,Ely city,51333.0
NV,Enterprise CDP,68137.0
NV,Eureka CDP,37431.0
NV,Fallon city,39580.0
NV,Fallon Station CDP,37188.0
NV,Fernley city,52001.0
NV,Fish Springs CDP,77250.0
NV,Fort McDermitt CDP,15192.0
NV,Gardnerville CDP,42198.0
NV,Gardnerville Ranchos CDP,52179.0
NV,Genoa CDP,153580.0
NV,Gerlach CDP,27788.0
NV,Golconda CDP,55924.0
NV,Golden Valley CDP,84188.0
NV,Goldfield CDP,39688.0
NV,Grass Valley CDP,48750.0
NV,Hawthorne CDP,39527.0
NV,Henderson city,63120.0
NV,Hiko CDP,58750.0
NV,Incline Village CDP,73329.0
NV,Indian Hills CDP,61231.0
NV,Indian Springs CDP,49336.0
NV,Jackpot CDP,38291.0
NV,Johnson Lane CDP,74938.0
NV,Kingsbury CDP,64347.0
NV,Kingston CDP,43452.0
NV,Lakeridge CDP,86328.0
NV,Las Vegas city,50202.0
NV,Laughlin CDP,32847.0
NV,Lemmon Valley CDP,54107.0
NV,Lovelock city,34286.0
NV,Lund CDP,64034.0
NV,McGill CDP,45536.0
NV,Mesquite city,44103.0
NV,Minden CDP,52125.0
NV,Moapa Town CDP,69297.0
NV,Moapa Valley CDP,65654.0
NV,Mogul CDP,93750.0
NV,Mount Charleston CDP,75833.0
NV,Nellis AFB CDP,48488.0
NV,Nixon CDP,27000.0
NV,North Las Vegas city,52511.0
NV,Osino CDP,63103.0
NV,Owyhee CDP,35938.0
NV,Pahrump CDP,41229.0
NV,Panaca CDP,46655.0
NV,Paradise CDP,43911.0
NV,Reno city,47012.0
NV,Round Hill Village CDP,79432.0
NV,Ruhenstroth CDP,64858.0
NV,Ruth CDP,47371.0
NV,Sandy Valley CDP,39072.0
NV,Schurz CDP,27875.0
NV,Searchlight CDP,25741.0
NV,Silver Peak CDP,68625.0
NV,Silver Springs CDP,33780.0
NV,Skyland CDP,175208.0
NV,Smith Valley CDP,70926.0
NV,Spanish Springs CDP,78604.0
NV,Sparks city,52795.0
NV,Spring Creek CDP,92513.0
NV,Spring Valley CDP,50192.0
NV,Stagecoach CDP,45288.0
NV,Stateline CDP,44080.0
NV,Summerlin South CDP,89167.0
NV,Sunrise Manor CDP,39586.0
NV,Sun Valley CDP,44013.0
NV,Sutcliffe CDP,27500.0
NV,Tonopah CDP,38969.0
NV,Topaz Lake CDP,99375.0
NV,Topaz Ranch Estates CDP,42862.0
NV,Verdi CDP,66429.0
NV,Virginia City CDP,69219.0
NV,Wadsworth CDP,27917.0
NV,Walker Lake CDP,48194.0
NV,Washoe Valley CDP,78836.0
NV,Wells city,50114.0
NV,West Wendover city,43077.0
NV,Whitney CDP,46541.0
NV,Winchester CDP,36986.0
NV,Winnemucca city,71250.0
NV,Yerington city,44792.0
NV,Zephyr Cove CDP,74659.0
NH,Alton CDP,41429.0
NH,Amherst CDP,112344.0
NH,Antrim CDP,55703.0
NH,Ashland CDP,40000.0
NH,Bartlett CDP,33063.0
NH,Belmont CDP,60625.0
NH,Bennington CDP,54583.0
NH,Berlin city,35523.0
NH,Bethlehem CDP,47941.0
NH,Bradford CDP,54583.0
NH,Bristol CDP,41210.0
NH,Canaan CDP,46250.0
NH,Center Sandwich CDP,39737.0
NH,Claremont city,45859.0
NH,Colebrook CDP,35625.0
NH,Concord city,56093.0
NH,Contoocook CDP,84083.0
NH,Conway CDP,39921.0
NH,Derry CDP,58302.0
NH,Dover city,61008.0
NH,Durham CDP,48083.0
NH,East Merrimack CDP,58125.0
NH,Enfield CDP,75313.0
NH,Epping CDP,50438.0
NH,Exeter CDP,66495.0
NH,Farmington CDP,36136.0
NH,Franklin city,43237.0
NH,Goffstown CDP,61690.0
NH,Gorham CDP,53077.0
NH,Greenville CDP,52292.0
NH,Groveton CDP,36250.0
NH,Hampton CDP,79460.0
NH,Hampton Beach CDP,53095.0
NH,Hancock CDP,60417.0
NH,Hanover CDP,88164.0
NH,Henniker CDP,62889.0
NH,Hillsborough CDP,41750.0
NH,Hinsdale CDP,38981.0
NH,Hooksett CDP,68294.0
NH,Hudson CDP,66368.0
NH,Jaffrey CDP,35360.0
NH,Keene city,52636.0
NH,Laconia city,50000.0
NH,Lancaster CDP,57589.0
NH,Lebanon city,53004.0
NH,Lincoln CDP,37000.0
NH,Lisbon CDP,47697.0
NH,Littleton CDP,36550.0
NH,Londonderry CDP,89643.0
NH,Loudon CDP,64625.0
NH,Manchester city,54282.0
NH,Marlborough CDP,44391.0
NH,Melvin Village CDP,33417.0
NH,Meredith CDP,42880.0
NH,Milford CDP,49226.0
NH,Milton CDP,50813.0
NH,Mountain Lakes CDP,47155.0
NH,Nashua city,67246.0
NH,Newfields CDP,81250.0
NH,New Hampton CDP,89632.0
NH,New London CDP,31985.0
NH,Newmarket CDP,53025.0
NH,Newport CDP,49486.0
NH,North Conway CDP,45269.0
NH,North Haverhill CDP,63929.0
NH,North Walpole CDP,71739.0
NH,North Woodstock CDP,40083.0
NH,Peterborough CDP,41101.0
NH,Pinardville CDP,58355.0
NH,Pittsfield CDP,27798.0
NH,Plainfield CDP,127813.0
NH,Plymouth CDP,27066.0
NH,Portsmouth city,71392.0
NH,Raymond CDP,60313.0
NH,Rochester city,46979.0
NH,Sanbornville CDP,45352.0
NH,Seabrook Beach CDP,66318.0
NH,Somersworth city,54868.0
NH,South Hooksett CDP,91495.0
NH,Suncook CDP,56181.0
NH,Tilton Northfield CDP,52712.0
NH,Troy CDP,55677.0
NH,Walpole CDP,46061.0
NH,Warner CDP,53657.0
NH,West Stewartstown CDP,32083.0
NH,West Swanzey CDP,38856.0
NH,Whitefield CDP,31743.0
NH,Wilton CDP,50565.0
NH,Winchester CDP,52935.0
NH,Wolfeboro CDP,62019.0
NH,Woodsville CDP,40708.0
NJ,Absecon city,63656.0
NJ,Allendale borough,140331.0
NJ,Allenhurst borough,83155.0
NJ,Allentown borough,97434.0
NJ,Allenwood CDP,94750.0
NJ,Alloway CDP,82917.0
NJ,Alpha borough,58804.0
NJ,Alpine borough,111146.0
NJ,Anderson CDP,72167.0
NJ,Andover borough,76875.0
NJ,Annandale CDP,112750.0
NJ,Asbury CDP,67986.0
NJ,Asbury Park city,32755.0
NJ,Ashland CDP,86787.0
NJ,Atlantic City city,25737.0
NJ,Atlantic Highlands borough,88024.0
NJ,Audubon borough,79000.0
NJ,Audubon Park borough,44722.0
NJ,Avalon borough,83523.0
NJ,Avenel CDP,68261.0
NJ,Avon-by-the-Sea borough,71513.0
NJ,Barclay CDP,117875.0
NJ,Barnegat CDP,73516.0
NJ,Barnegat Light borough,77500.0
NJ,Barrington borough,61711.0
NJ,Bay Head borough,108542.0
NJ,Bayonne city,54413.0
NJ,Beach Haven borough,71964.0
NJ,Beach Haven West CDP,83845.0
NJ,Beachwood borough,71540.0
NJ,Beattystown CDP,55587.0
NJ,Beckett CDP,100875.0
NJ,Belford CDP,115000.0
NJ,Belle Mead CDP,107969.0
NJ,Belleplain CDP,80000.0
NJ,Bellmawr borough,50784.0
NJ,Belmar borough,62083.0
NJ,Belvidere town,56221.0
NJ,Bergenfield borough,79000.0
NJ,Berlin borough,82429.0
NJ,Bernardsville borough,114444.0
NJ,Beverly city,50880.0
NJ,Blackwells Mills CDP,149559.0
NJ,Blackwood CDP,59808.0
NJ,Blairstown CDP,48650.0
NJ,Blawenburg CDP,181111.0
NJ,Bloomingdale borough,75781.0
NJ,Bloomsbury borough,76071.0
NJ,Bogota borough,76649.0
NJ,Boonton town,90326.0
NJ,Bordentown city,68266.0
NJ,Bound Brook borough,62263.0
NJ,Bradley Beach borough,61682.0
NJ,Bradley Gardens CDP,115789.0
NJ,Brainards CDP,92188.0
NJ,Branchville borough,67308.0
NJ,Brass Castle CDP,87112.0
NJ,Bridgeton city,36208.0
NJ,Brielle borough,122416.0
NJ,Brigantine city,57031.0
NJ,Broadway CDP,53388.0
NJ,Brookdale CDP,107930.0
NJ,Brookfield CDP,33935.0
NJ,Brooklawn borough,60208.0
NJ,Browns Mills CDP,57219.0
NJ,Brownville CDP,86818.0
NJ,Budd Lake CDP,90504.0
NJ,Buena borough,46169.0
NJ,Burleigh CDP,60143.0
NJ,Burlington city,55072.0
NJ,Butler borough,92377.0
NJ,Byram Center CDP,64500.0
NJ,Caldwell borough,72708.0
NJ,Califon borough,100833.0
NJ,Camden city,25042.0
NJ,Cape May city,50625.0
NJ,Cape May Court House CDP,66458.0
NJ,Cape May Point borough,53125.0
NJ,Carlstadt borough,70056.0
NJ,Carneys Point CDP,53024.0
NJ,Carteret borough,67068.0
NJ,Cedar Glen Lakes CDP,30942.0
NJ,Cedar Glen West CDP,33000.0
NJ,Cedarville CDP,56250.0
NJ,Chatham borough,142765.0
NJ,Cherry Hill Mall CDP,86250.0
NJ,Chesilhurst borough,53516.0
NJ,Chester borough,97250.0
NJ,Clayton borough,63628.0
NJ,Clearbrook Park CDP,41071.0
NJ,Clementon borough,52661.0
NJ,Cliffside Park borough,60979.0
NJ,Cliffwood Beach CDP,73170.0
NJ,Clifton city,67992.0
NJ,Clinton town,101422.0
NJ,Closter borough,124023.0
NJ,Clyde CDP,115227.0
NJ,Collings Lakes CDP,62237.0
NJ,Collingswood borough,60777.0
NJ,Colonia CDP,94474.0
NJ,Columbia CDP,78417.0
NJ,Concordia CDP,48472.0
NJ,Corbin City city,56875.0
NJ,Country Lake Estates CDP,76226.0
NJ,Cranbury CDP,148375.0
NJ,Crandon Lakes CDP,85147.0
NJ,Cresskill borough,110156.0
NJ,Crestwood Village CDP,29649.0
NJ,Dayton CDP,118071.0
NJ,Deal borough,80714.0
NJ,Delaware CDP,101339.0
NJ,Delaware Park CDP,85069.0
NJ,Demarest borough,163571.0
NJ,Diamond Beach CDP,105000.0
NJ,Dover town,60822.0
NJ,Dover Beaches North CDP,67708.0
NJ,Dover Beaches South CDP,61346.0
NJ,Dumont borough,93074.0
NJ,Dunellen borough,77099.0
NJ,East Franklin CDP,59643.0
NJ,East Freehold CDP,119688.0
NJ,East Millstone CDP,100750.0
NJ,East Newark borough,49375.0
NJ,East Orange city,36921.0
NJ,East Rocky Hill CDP,128269.0
NJ,East Rutherford borough,78680.0
NJ,Eatontown borough,64149.0
NJ,Echelon CDP,51053.0
NJ,Edgewater borough,101767.0
NJ,Egg Harbor City city,43235.0
NJ,Elizabeth city,43568.0
NJ,Ellisburg CDP,61544.0
NJ,Elmer borough,72411.0
NJ,Elmwood Park borough,71852.0
NJ,Elwood CDP,40313.0
NJ,Emerson borough,102500.0
NJ,Englewood city,75074.0
NJ,Englewood Cliffs borough,140605.0
NJ,Englishtown borough,83317.0
NJ,Erma CDP,76622.0
NJ,Essex Fells borough,172386.0
NJ,Estell Manor city,78750.0
NJ,Fair Haven borough,157344.0
NJ,Fair Lawn borough,99536.0
NJ,Fairton CDP,49167.0
NJ,Fairview borough,53846.0
NJ,Fairview CDP,105595.0
NJ,Fanwood borough,111905.0
NJ,Far Hills borough,103333.0
NJ,Farmingdale borough,61101.0
NJ,Fieldsboro borough,74375.0
NJ,Finderne CDP,85350.0
NJ,Finesville CDP,71125.0
NJ,Flemington borough,50333.0
NJ,Florence CDP,55241.0
NJ,Florham Park borough,103916.0
NJ,Folsom borough,66250.0
NJ,Fords CDP,83201.0
NJ,Forked River CDP,67167.0
NJ,Fort Dix CDP,57371.0
NJ,Fort Lee borough,70415.0
NJ,Franklin borough,57599.0
NJ,Franklin Center CDP,102361.0
NJ,Franklin Lakes borough,156146.0
NJ,Franklin Park CDP,91364.0
NJ,Freehold borough,54595.0
NJ,Frenchtown borough,77396.0
NJ,Garfield city,45469.0
NJ,Garwood borough,73924.0
NJ,Gibbsboro borough,82944.0
NJ,Gibbstown CDP,64478.0
NJ,Glassboro borough,64246.0
NJ,Glendora CDP,56118.0
NJ,Glen Gardner borough,61917.0
NJ,Glen Ridge borough,170433.0
NJ,Glen Rock borough,155221.0
NJ,Gloucester City city,50615.0
NJ,Golden Triangle CDP,72109.0
NJ,Great Meadows CDP,100515.0
NJ,Green Knoll CDP,111558.0
NJ,Greentree CDP,115903.0
NJ,Greenwich CDP,149167.0
NJ,Griggstown CDP,130455.0
NJ,Groveville CDP,86004.0
NJ,Guttenberg town,56837.0
NJ,Hackensack city,55289.0
NJ,Hackettstown town,64464.0
NJ,Haddonfield borough,128440.0
NJ,Haddon Heights borough,88162.0
NJ,Hainesburg CDP,90156.0
NJ,Haledon borough,64024.0
NJ,Hamburg borough,75179.0
NJ,Hamilton Square CDP,107051.0
NJ,Hammonton town,62798.0
NJ,Hampton borough,72045.0
NJ,Hancocks Bridge CDP,44063.0
NJ,Harlingen CDP,191023.0
NJ,Harmony CDP,63571.0
NJ,Harrington Park borough,128088.0
NJ,Harrison town,56713.0
NJ,Harvey Cedars borough,69167.0
NJ,Hasbrouck Heights borough,81460.0
NJ,Haworth borough,160526.0
NJ,Hawthorne borough,82532.0
NJ,Heathcote CDP,107420.0
NJ,Helmetta borough,74554.0
NJ,High Bridge borough,81250.0
NJ,Highland Lakes CDP,76862.0
NJ,Highland Park borough,68837.0
NJ,Highlands borough,62770.0
NJ,Hightstown borough,71174.0
NJ,Hillsdale borough,108224.0
NJ,Hi-Nella borough,47589.0
NJ,Hoboken city,114381.0
NJ,Ho-Ho-Kus borough,162386.0
NJ,Holiday City-Berkeley CDP,31807.0
NJ,Holiday City South CDP,35743.0
NJ,Holiday Heights CDP,38073.0
NJ,Hopatcong borough,76875.0
NJ,Hope CDP,83409.0
NJ,Hopewell borough,101316.0
NJ,Hutchinson CDP,102188.0
NJ,Interlaken borough,135938.0
NJ,Iselin CDP,81843.0
NJ,Island Heights borough,78147.0
NJ,Jamesburg borough,70787.0
NJ,Jersey City city,59537.0
NJ,Juliustown CDP,94500.0
NJ,Keansburg borough,47686.0
NJ,Kearny town,60015.0
NJ,Kendall Park CDP,116113.0
NJ,Kenilworth borough,97279.0
NJ,Kenvil CDP,96324.0
NJ,Keyport borough,54522.0
NJ,Kingston CDP,76629.0
NJ,Kingston Estates CDP,69159.0
NJ,Kinnelon borough,140265.0
NJ,Lake Como borough,62663.0
NJ,Lakehurst borough,66078.0
NJ,Lake Mohawk CDP,121849.0
NJ,Lake Telemark CDP,105417.0
NJ,Lakewood CDP,37976.0
NJ,Lambertville city,79444.0
NJ,Laurel Lake CDP,41192.0
NJ,Laurel Springs borough,81250.0
NJ,Laurence Harbor CDP,74103.0
NJ,Lavallette borough,61989.0
NJ,Lawnside borough,59279.0
NJ,Lawrenceville CDP,93447.0
NJ,Lebanon borough,86620.0
NJ,Leisure Knoll CDP,39946.0
NJ,Leisuretowne CDP,35045.0
NJ,Leisure Village CDP,32277.0
NJ,Leisure Village East CDP,37976.0
NJ,Leisure Village West CDP,34782.0
NJ,Leonardo CDP,56583.0
NJ,Leonia borough,86107.0
NJ,Lincoln Park borough,81956.0
NJ,Lincroft CDP,130750.0
NJ,Linden city,63250.0
NJ,Lindenwold borough,38906.0
NJ,Linwood city,82419.0
NJ,Little Ferry borough,67357.0
NJ,Little Silver borough,136818.0
NJ,Loch Arbour village,112500.0
NJ,Lodi borough,50774.0
NJ,Long Branch city,48327.0
NJ,Longport borough,86484.0
NJ,Long Valley CDP,95000.0
NJ,Lopatcong Overlook CDP,75536.0
NJ,McGuire AFB CDP,52058.0
NJ,Madison borough,110040.0
NJ,Madison Park CDP,65549.0
NJ,Magnolia borough,57883.0
NJ,Manahawkin CDP,67518.0
NJ,Manasquan borough,93200.0
NJ,Mantoloking borough,126250.0
NJ,Manville borough,64514.0
NJ,Margate City city,67138.0
NJ,Marksboro CDP,71875.0
NJ,Marlton CDP,71480.0
NJ,Martinsville CDP,126745.0
NJ,Matawan borough,81420.0
NJ,Mays Landing CDP,48664.0
NJ,Maywood borough,81339.0
NJ,Medford Lakes borough,100024.0
NJ,Mendham borough,129853.0
NJ,Mercerville CDP,80604.0
NJ,Merchantville borough,69833.0
NJ,Metuchen borough,112971.0
NJ,Middlebush CDP,142188.0
NJ,Middlesex borough,79327.0
NJ,Midland Park borough,89130.0
NJ,Milford borough,78681.0
NJ,Millstone borough,103000.0
NJ,Milltown borough,101685.0
NJ,Millville city,49133.0
NJ,Monmouth Beach borough,103287.0
NJ,Monmouth Junction CDP,96915.0
NJ,Montvale borough,110635.0
NJ,Moonachie borough,55179.0
NJ,Moorestown-Lenola CDP,101886.0
NJ,Morganville CDP,141968.0
NJ,Morris Plains borough,110817.0
NJ,Morristown town,77407.0
NJ,Mountain Lake CDP,59688.0
NJ,Mountain Lakes borough,164432.0
NJ,Mountainside borough,133571.0
NJ,Mount Arlington borough,84912.0
NJ,Mount Ephraim borough,61715.0
NJ,Mount Hermon CDP,92813.0
NJ,Mullica Hill CDP,101469.0
NJ,Mystic Island CDP,54808.0
NJ,National Park borough,57356.0
NJ,Navesink CDP,102031.0
NJ,Neptune City borough,55728.0
NJ,Netcong borough,54659.0
NJ,Newark city,33139.0
NJ,New Brunswick city,38435.0
NJ,New Egypt CDP,80583.0
NJ,Newfield borough,70556.0
NJ,New Milford borough,78077.0
NJ,New Providence borough,130057.0
NJ,Newton town,48409.0
NJ,New Village CDP,85208.0
NJ,North Arlington borough,66484.0
NJ,North Beach Haven CDP,78261.0
NJ,North Caldwell borough,200152.0
NJ,North Cape May CDP,51399.0
NJ,Northfield city,68854.0
NJ,North Haledon borough,96161.0
NJ,North Middletown CDP,81691.0
NJ,North Plainfield borough,66272.0
NJ,Northvale borough,84881.0
NJ,North Wildwood city,43941.0
NJ,Norwood borough,92203.0
NJ,Oakhurst CDP,99688.0
NJ,Oakland borough,109258.0
NJ,Oaklyn borough,67969.0
NJ,Oak Valley CDP,62750.0
NJ,Ocean Acres CDP,74209.0
NJ,Ocean City city,57813.0
NJ,Ocean Gate borough,66667.0
NJ,Ocean Grove CDP,53152.0
NJ,Oceanport borough,90238.0
NJ,Ogdensburg borough,79271.0
NJ,Old Bridge CDP,99422.0
NJ,Old Tappan borough,116285.0
NJ,Olivet CDP,87042.0
NJ,Oradell borough,141550.0
NJ,Oxford CDP,52692.0
NJ,Palisades Park borough,64726.0
NJ,Palmyra borough,64766.0
NJ,Panther Valley CDP,82734.0
NJ,Paramus borough,100272.0
NJ,Park Ridge borough,104047.0
NJ,Passaic city,31832.0
NJ,Paterson city,32915.0
NJ,Paulsboro borough,40925.0
NJ,Peapack and Gladstone borough,132250.0
NJ,Pedricktown CDP,54886.0
NJ,Pemberton borough,67098.0
NJ,Pemberton Heights CDP,55444.0
NJ,Pennington borough,115536.0
NJ,Penns Grove borough,31406.0
NJ,Pennsville CDP,58533.0
NJ,Perth Amboy city,44024.0
NJ,Phillipsburg town,44537.0
NJ,Pine Beach borough,89750.0
NJ,Pine Hill borough,50184.0
NJ,Pine Lake Park CDP,72156.0
NJ,Pine Ridge at Crestwood CDP,32629.0
NJ,Pitman borough,73616.0
NJ,Plainfield city,54500.0
NJ,Plainsboro Center CDP,81012.0
NJ,Pleasant Plains CDP,144359.0
NJ,Pleasantville city,41633.0
NJ,Point Pleasant borough,89779.0
NJ,Point Pleasant Beach borough,76174.0
NJ,Pomona CDP,70870.0
NJ,Pompton Lakes borough,87004.0
NJ,Port Monmouth CDP,82125.0
NJ,Port Norris CDP,48520.0
NJ,Port Reading CDP,80911.0
NJ,Port Republic city,84688.0
NJ,Presidential Lakes Estates CDP,73880.0
NJ,Princeton,114645.0
NJ,Princeton Junction CDP,150909.0
NJ,Princeton Meadows CDP,86068.0
NJ,Prospect Park borough,53889.0
NJ,Quinton CDP,71667.0
NJ,Rahway city,60374.0
NJ,Ramblewood CDP,93193.0
NJ,Ramsey borough,135387.0
NJ,Ramtown CDP,109181.0
NJ,Raritan borough,73827.0
NJ,Red Bank borough,62028.0
NJ,Richwood CDP,130577.0
NJ,Ridgefield borough,68843.0
NJ,Ridgefield Park village,63841.0
NJ,Ridgewood village,147823.0
NJ,Ringwood borough,108638.0
NJ,Rio Grande CDP,51429.0
NJ,Riverdale borough,87274.0
NJ,River Edge borough,103607.0
NJ,Riverton borough,92125.0
NJ,Robbinsville CDP,88406.0
NJ,Robertsville CDP,125256.0
NJ,Rockaway borough,78604.0
NJ,Rockleigh borough,133125.0
NJ,Rocky Hill borough,104219.0
NJ,Roebling CDP,72332.0
NJ,Roosevelt borough,72321.0
NJ,Roseland borough,101786.0
NJ,Roselle borough,43397.0
NJ,Roselle Park borough,63021.0
NJ,Rosenhayn CDP,66353.0
NJ,Rossmoor CDP,33929.0
NJ,Rumson borough,136538.0
NJ,Runnemede borough,61885.0
NJ,Rutherford borough,84778.0
NJ,Saddle River borough,121026.0
NJ,Salem city,26320.0
NJ,Sayreville borough,80386.0
NJ,Sea Bright borough,83244.0
NJ,Seabrook Farms CDP,30477.0
NJ,Sea Girt borough,108333.0
NJ,Sea Isle City city,66683.0
NJ,Seaside Heights borough,33958.0
NJ,Seaside Park borough,72981.0
NJ,Secaucus town,86061.0
NJ,Sewaren CDP,73421.0
NJ,Shark River Hills CDP,93380.0
NJ,Shiloh borough,67292.0
NJ,Ship Bottom borough,63977.0
NJ,Shrewsbury borough,116087.0
NJ,Silver Lake CDP (Essex County),44701.0
NJ,Silver Lake CDP (Warren County),79219.0
NJ,Silver Ridge CDP,34286.0
NJ,Singac CDP,71719.0
NJ,Six Mile Run CDP,111250.0
NJ,Skillman CDP,106136.0
NJ,Smithville CDP,54434.0
NJ,Society Hill CDP,91439.0
NJ,Somerdale borough,51633.0
NJ,Somerset CDP,89722.0
NJ,Somers Point city,50450.0
NJ,Somerville borough,70643.0
NJ,South Amboy city,64293.0
NJ,South Bound Brook borough,72180.0
NJ,South Plainfield borough,86404.0
NJ,South River borough,62972.0
NJ,South Toms River borough,66250.0
NJ,Spotswood borough,74696.0
NJ,Springdale CDP,123088.0
NJ,Spring Lake borough,101500.0
NJ,Spring Lake Heights borough,72353.0
NJ,Stanhope borough,81311.0
NJ,Stewartsville CDP,41600.0
NJ,Stockton borough,90938.0
NJ,Stone Harbor borough,81111.0
NJ,Stratford borough,67556.0
NJ,Strathmere CDP,213250.0
NJ,Strathmore CDP,113922.0
NJ,Succasunna CDP,120895.0
NJ,Summit city,129583.0
NJ,Surf City borough,66597.0
NJ,Sussex borough,37241.0
NJ,Swedesboro borough,75595.0
NJ,Tenafly borough,147196.0
NJ,Ten Mile Run CDP,166750.0
NJ,Teterboro borough,33068.0
NJ,Tinton Falls borough,73891.0
NJ,Toms River CDP,72196.0
NJ,Totowa borough,88490.0
NJ,Trenton city,34257.0
NJ,Tuckerton borough,64273.0
NJ,Turnersville CDP,100298.0
NJ,Twin Rivers CDP,83672.0
NJ,Union Beach borough,66662.0
NJ,Union City city,41107.0
NJ,Upper Montclair CDP,180479.0
NJ,Upper Pohatcong CDP,59038.0
NJ,Upper Saddle River borough,169301.0
NJ,Upper Stewartsville CDP,51573.0
NJ,Ventnor City city,50978.0
NJ,Vernon Center CDP,51442.0
NJ,Vernon Valley CDP,78478.0
NJ,Victory Gardens borough,39811.0
NJ,Victory Lakes CDP,75592.0
NJ,Vienna CDP,99211.0
NJ,Villas CDP,48042.0
NJ,Vineland city,49453.0
NJ,Vista Center CDP,103633.0
NJ,Voorhees CDP,81528.0
NJ,Waldwick borough,108182.0
NJ,Wallington borough,55547.0
NJ,Wanamassa CDP,96832.0
NJ,Wanaque borough,88125.0
NJ,Waretown CDP,68681.0
NJ,Washington borough,61625.0
NJ,Watchung borough,140163.0
NJ,Wenonah borough,104375.0
NJ,West Belmar CDP,72218.0
NJ,West Cape May borough,49839.0
NJ,Westfield town,146734.0
NJ,West Freehold CDP,101008.0
NJ,West Long Branch borough,80585.0
NJ,West New York town,45370.0
NJ,Weston CDP,71983.0
NJ,Westville borough,58824.0
NJ,West Wildwood borough,50795.0
NJ,Westwood borough,85849.0
NJ,Wharton borough,66579.0
NJ,White Horse CDP,73532.0
NJ,White House Station CDP,66345.0
NJ,White Meadow Lake CDP,116623.0
NJ,Whitesboro CDP,39574.0
NJ,Whittingham CDP,58125.0
NJ,Wildwood city,27067.0
NJ,Wildwood Crest borough,65547.0
NJ,Williamstown CDP,69132.0
NJ,Woodbine borough,34906.0
NJ,Woodbridge CDP,79600.0
NJ,Woodbury city,51922.0
NJ,Woodbury Heights borough,79653.0
NJ,Woodcliff Lake borough,139857.0
NJ,Woodland Park borough,78708.0
NJ,Woodlynne borough,40913.0
NJ,Wood-Ridge borough,96988.0
NJ,Woodstown borough,82738.0
NJ,Wrightstown borough,46625.0
NJ,Yardville CDP,87741.0
NJ,Yorketown CDP,105483.0
NM,Acomita Lake CDP,24250.0
NM,Adelino CDP,45828.0
NM,Agua Fria CDP,30342.0
NM,Alamillo CDP,60795.0
NM,Alamo CDP,13162.0
NM,Alamogordo city,42517.0
NM,Albuquerque city,47030.0
NM,Alcalde CDP,45938.0
NM,Algodones CDP,46250.0
NM,Angel Fire village,56645.0
NM,Animas CDP,61029.0
NM,Anthony city,22074.0
NM,Anzac Village CDP,86705.0
NM,Arenas Valley CDP,43555.0
NM,Arrey CDP,30096.0
NM,Arroyo Seco CDP,36458.0
NM,Artesia city,50701.0
NM,Atoka CDP,60903.0
NM,Aztec city,41414.0
NM,Bayard city,30081.0
NM,Beclabito CDP,42500.0
NM,Belen city,29486.0
NM,Berino CDP,22974.0
NM,Bernalillo town,42775.0
NM,Black Rock CDP,23182.0
NM,Bloomfield city,49070.0
NM,Bluewater Acres CDP,28670.0
NM,Boles Acres CDP,42500.0
NM,Bosque Farms village,55000.0
NM,Brimhall Nizhoni CDP,39063.0
NM,Buckhorn CDP,24018.0
NM,Ca_ada de los Alamos CDP,127672.0
NM,Canjilon CDP,41071.0
NM,Cannon AFB CDP,41023.0
NM,Ca_on CDP,33636.0
NM,Capitan village,36103.0
NM,Capulin CDP,31250.0
NM,Carlsbad city,51097.0
NM,Carnuel CDP,37962.0
NM,Carrizozo town,22841.0
NM,Casa Colorada CDP,31705.0
NM,Causey village,49375.0
NM,Cedar Crest CDP,75224.0
NM,Cedar Grove CDP,76214.0
NM,Cedar Hill CDP,60833.0
NM,Chama village,48750.0
NM,Chamberino CDP,40125.0
NM,Chamisal CDP,28611.0
NM,Chamita CDP,26964.0
NM,Chaparral CDP,25185.0
NM,Chical CDP,51364.0
NM,Chimayo CDP,25469.0
NM,Chupadero CDP,91875.0
NM,Church Rock CDP,24938.0
NM,Cimarron village,35357.0
NM,Clayton town,32279.0
NM,Cloudcroft village,40417.0
NM,Clovis city,40721.0
NM,Cochiti CDP,38750.0
NM,Cochiti Lake CDP,53967.0
NM,Columbus village,16192.0
NM,Cordova CDP,20915.0
NM,Corona village,50536.0
NM,Corrales village,80801.0
NM,Cotton City CDP,33167.0
NM,Crownpoint CDP,39250.0
NM,Crystal CDP,33333.0
NM,Cuba village,38594.0
NM,Cubero CDP,32005.0
NM,Cuyamungue CDP,50167.0
NM,Cuyamungue Grant CDP,35536.0
NM,Datil CDP,27163.0
NM,Deming city,25844.0
